,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
49,Tasiilaq,100,GL,1577756689,85,65.61,-37.64,269.15,1.5
50,Bredasdorp,97,ZA,1577756674,80,-34.53,20.04,290.37,0.89
51,Busselton,0,AU,1577756689,27,-33.64,115.35,299.82,4.54
52,Galesong,20,ID,1577756689,79,-5.32,119.37,303.15,1.0
53,Butaritari,100,KI,1577756689,77,3.07,172.79,301.76,5.47
54,Colares,0,PT,1577756689,87,38.8,-9.45,283.71,3.1
55,Carnarvon,0,ZA,1577756690,85,-30.97,22.13,287.17,6.15
56,Clyde River,1,CA,1577756690,75,70.47,-68.59,245.15,5.7
57,New Norfolk,94,AU,1577756690,22,-42.78,147.06,294.82,10.3
58,Faya,0,SA,1577756690,70,18.39,42.45,284.15,0.94
59,Vao,9,EE,1577756690,84,59.1,26.19,276.06,4.94
60,Kodinar,0,IN,1577756690,44,20.79,70.7,287.72,4.0
61,Hermanus,0,ZA,1577756691,80,-34.42,19.24,290.93,0.89
62,Ossora,0,RU,1577756691,41,59.24,163.07,254.55,1.09
63,Bunia,66,CD,1577756691,60,1.56,30.25,295.16,1.37
64,Mataura,47,NZ,1577756691,49,-46.19,168.86,299.8,1.36
65,Manaure,95,CO,1577756691,82,11.78,-72.45,299.48,9.51
66,Kikwit,76,CD,1577756691,95,-5.04,18.82,293.59,0.53
67,Ayan,97,IR,1577756692,76,38.23,44.7,266.23,2.47
68,Moba,100,CD,1577756692,81,-7.04,29.77,296.1,1.18
69,Haines Junction,94,CA,1577756692,96,60.75,-137.51,268.52,4.01
70,Kuhdasht,0,IR,1577756692,71,33.53,47.61,277.35,2.28
71,Tuatapere,66,NZ,1577756692,20,-46.13,167.69,302.31,2.72
72,Westport,90,US,1577756450,86,41.14,-73.36,278.71,8.7
73,Huancavelica,100,PE,1577756693,78,-12.79,-74.97,275.85,0.86
74,Kaitangata,30,NZ,1577756693,74,-46.28,169.85,290.93,3.13
75,Jesus Carranza,1,MX,1577756693,27,31.49,-106.24,280.15,2.1
76,Okato,0,NZ,1577756693,77,-39.19,173.88,295.93,2.68
77,Townsville,0,AU,1577756693,58,-19.26,146.82,304.15,5.7
78,Hobart,51,AU,1577756694,22,-42.88,147.33,294.82,10.3
79,Ranong,75,TH,1577756694,83,9.96,98.62,299.15,2.6
80,Bambous Virieux,75,MU,1577756694,88,-20.34,57.76,299.26,7.2
81,Montecristo,100,CO,1577756694,98,8.3,-74.47,297.33,0.94
82,Ponta do Sol,78,BR,1577756694,83,-20.63,-46.0,291.87,0.79
83,Kahului,40,US,1577756695,48,20.89,-156.47,302.15,8.7
84,Ngunguru,5,NZ,1577756695,69,-35.62,174.5,297.04,3.13
85,Punta Arenas,100,CL,1577756695,53,-53.16,-70.91,284.15,7.2
86,Norman Wells,20,CA,1577756695,75,65.28,-126.83,246.15,3.1
87,Mandan,1,US,1577756695,85,46.83,-100.89,268.15,9.8
88,Mazagao,75,BR,1577756695,100,-0.12,-51.29,298.15,2.6
89,Pangnirtung,100,CA,1577756696,99,66.15,-65.72,245.16,2.92
90,Borova,100,UA,1577756696,77,50.18,30.1,273.71,7.0
91,Turayf,0,SA,1577756696,75,31.68,38.65,278.15,2.1
92,San Jose,1,HN,1577756696,69,14.25,-87.96,299.15,6.2
93,Bethel,1,US,1577756696,83,60.79,-161.76,252.15,3.6
94,Nanortalik,0,GL,1577756696,51,60.14,-45.24,269.13,3.79
95,Terenos,20,BR,1577756697,100,-20.44,-54.87,296.15,0.5
96,Khovu-Aksy,100,RU,1577756697,84,51.13,93.72,253.2,4.05
97,Eyl,66,SO,1577756697,82,7.98,49.82,299.44,8.82
98,Avera,1,US,1577756697,50,33.19,-82.53,287.15,3.1
99,Baker City,75,US,1577756697,95,44.77,-117.83,274.15,2.1
100,Esperance,40,AU,1577756697,49,-33.86,121.89,293.15,2.6
101,Porto Novo,40,BR,1577756698,77,-23.68,-45.44,294.15,3.6
102,Quatre Cocos,75,MU,1577756698,88,-20.21,57.76,299.26,7.2
103,Isangel,62,VU,1577756698,62,-19.55,169.27,302.15,3.1
104,Hofn,100,IS,1577756698,77,64.25,-15.21,279.67,15.54
105,Sumbe,73,AO,1577756698,91,-11.2,13.84,296.78,0.62
106,Constitucion,5,MX,1577756698,26,23.99,-104.67,289.15,5.1
107,Ca Mau,71,VN,1577756698,63,9.18,105.15,302.55,6.45
108,Svetlaya,100,RU,1577756699,55,46.54,138.33,259.73,5.85
109,Denham Springs,1,US,1577756699,61,30.49,-90.96,284.15,3.03
110,Helena,1,US,1577756699,68,46.59,-112.04,269.15,2.6
111,Lincoln,85,GB,1577756437,93,53.23,-0.54,281.15,2.1
112,Fortuna,1,US,1577756699,93,40.6,-124.16,284.15,2.1
113,Manaus,75,BR,1577756699,94,-3.13,-59.98,297.15,3.1
114,Romos,0,RO,1577756699,92,45.84,23.28,261.15,0.5
115,Hasaki,20,JP,1577756699,82,35.73,140.83,286.15,1.5
116,Faanui,100,PF,1577756700,77,-16.48,-151.75,300.53,6.58
117,Kodiak,90,US,1577756700,68,39.95,-94.76,273.15,6.7
118,Byron Bay,40,AU,1577756234,61,-28.65,153.62,304.15,7.7
119,Japura,39,ID,1577756700,62,-0.42,102.29,302.91,1.93
120,Mount Gambier,40,AU,1577756701,37,-37.83,140.78,294.15,7.7
121,Mar del Plata,0,AR,1577756691,68,-46.43,-67.52,287.0,5.08
122,Rawson,0,AR,1577756701,86,-43.3,-65.11,288.98,2.73
123,Sovetskiy,100,RU,1577756701,95,56.76,48.47,270.49,7.62
124,Ayacucho,100,PE,1577756701,86,-13.16,-74.23,282.35,1.29
125,Broome,93,GB,1577756701,93,52.47,1.45,279.26,2.1
126,Matamoros,90,US,1577756701,55,25.87,-97.51,290.37,3.1
127,Kapaa,75,US,1577756702,54,22.08,-159.32,302.15,2.6
128,Saint Anthony,1,US,1577756616,78,43.97,-111.68,262.15,1.79
129,Bubaque,40,GW,1577756702,47,11.28,-15.83,300.57,5.01
130,Pitimbu,20,BR,1577756702,74,-7.47,-34.81,300.15,2.6
131,Bida,0,NG,1577756702,19,9.08,6.02,292.62,2.61
132,Nouadhibou,63,MR,1577756702,34,20.93,-17.03,293.15,8.2
133,Carauari,83,BR,1577756578,98,-4.88,-66.9,296.5,1.05
134,Kamaishi,75,JP,1577756703,100,39.28,141.86,277.15,3.1
135,Cidreira,37,BR,1577756703,90,-30.17,-50.22,297.22,9.15
136,Kendari,100,ID,1577756703,78,-3.99,122.52,302.09,2.22
137,Torres,38,BR,1577756703,89,-29.34,-49.73,297.18,9.33
138,Hithadhoo,4,MV,1577756703,74,-0.6,73.08,300.75,1.74
139,Beringovskiy,0,RU,1577756704,95,63.05,179.32,246.19,6.52
140,Orange,90,US,1577756678,43,33.79,-117.85,291.15,2.1
141,Yar-Sale,100,RU,1577756704,78,66.83,70.83,262.4,11.02
142,Panzhihua,34,CN,1577756704,43,26.59,101.72,284.1,0.49
143,Hamilton,75,CA,1577756442,80,43.26,-79.87,277.59,7.2
144,Victoria,75,BN,1577756690,79,5.28,115.24,302.15,3.6
145,Jining,0,CN,1577756705,4,35.41,116.58,270.37,2.92
146,Castro,0,CL,1577756705,71,-42.48,-73.76,286.15,3.6
147,Chuy,99,UY,1577756705,91,-33.69,-53.46,295.32,4.64
148,Kavieng,2,PG,1577756705,68,-2.57,150.8,302.54,2.92
149,Hami,0,CN,1577756705,42,42.84,93.51,265.23,1.76
150,Tiksi,100,RU,1577756706,87,71.64,128.87,243.76,3.89
151,Ixtapa,75,MX,1577756706,73,20.71,-105.21,297.59,2.6
152,Bluff,0,AU,1577756706,29,-23.58,149.07,305.3,4.54
153,Dikson,100,RU,1577756706,91,73.51,80.55,261.41,12.23
154,North Myrtle Beach,1,US,1577756706,72,33.83,-78.68,289.15,3.6
155,Micheweni,8,TZ,1577756706,77,-4.97,39.83,301.69,7.91
156,Naze,0,NG,1577756706,94,5.43,7.07,297.15,0.7
157,Hambantota,20,LK,1577756707,100,6.12,81.12,295.15,1.5
158,Estelle,90,FR,1577756707,81,43.97,3.47,280.15,4.1
159,Matara,100,BI,1577756707,92,-3.48,29.48,287.59,0.46
160,Cayenne,20,GF,1577756707,83,4.94,-52.33,298.15,1.5
161,Camacha,20,PT,1577756707,87,33.08,-16.33,289.15,3.6
162,Tuktoyaktuk,90,CA,1577756707,76,69.44,-133.03,249.15,5.1
163,Axim,2,GH,1577756707,89,4.87,-2.24,298.11,0.94
164,Grindavik,90,IS,1577756708,100,63.84,-22.43,276.48,7.2
165,Nalut,98,LY,1577756708,73,31.86,10.98,279.7,6.77
166,Rundu,84,NA,1577756708,25,-17.91,19.77,296.15,0.5
167,Muroto,20,JP,1577756708,55,33.37,134.14,289.15,2.6
168,Brae,33,GB,1577756708,75,60.4,-1.35,280.15,6.2
169,Atar,0,MR,1577756709,17,20.52,-13.05,288.72,7.0
170,Khangarh,90,PK,1577756709,93,29.91,71.16,277.15,2.1
171,Guilin,75,CN,1577756709,71,25.28,110.29,285.15,6.0
172,Kristianstad,49,SE,1577756709,87,56.03,14.16,279.82,7.7
173,Cabo San Lucas,20,MX,1577756706,67,22.89,-109.91,292.15,3.6
174,Luau,99,CD,1577756709,98,-10.7,22.23,291.76,1.04
175,Dubti,76,ET,1577756710,73,11.74,41.09,295.53,1.7
176,Qaanaaq,96,GL,1577756710,93,77.48,-69.36,237.27,2.45
177,Ponta Delgada,75,PT,1577756710,88,37.73,-25.67,290.15,7.2
178,Melito di Porto Salvo,20,IT,1577756710,49,37.92,15.77,282.15,2.1
179,Coquimbo,75,CL,1577756710,87,-29.95,-71.34,288.15,3.1
180,Georgetown,20,GY,1577756561,78,6.8,-58.16,301.15,3.1
181,Waipawa,0,NZ,1577756711,55,-39.94,176.59,297.04,1.34
182,Akcakoca,100,TR,1577756711,94,41.09,31.12,279.7,3.1
183,Havelock,1,US,1577756711,77,34.88,-76.9,290.37,6.2
184,Jamestown,0,AU,1577756711,18,-33.21,138.6,298.5,6.55
185,College,90,US,1577756711,83,64.86,-147.8,254.82,0.67
186,Monterey,1,US,1577756474,71,36.6,-121.89,286.48,1.5
187,Ballina,100,IE,1577756712,94,54.11,-9.15,278.71,0.89
188,Mana,0,NG,1577756712,25,13.03,5.27,287.68,4.61
189,Nuevo Progreso,90,US,1577756712,47,26.05,-97.95,290.37,3.6
190,Ketchikan,90,US,1577756712,100,55.34,-131.65,281.15,6.2
191,La Grande,1,US,1577756712,80,45.32,-118.09,275.93,2.49
192,Torbay,90,CA,1577756712,80,47.66,-52.73,274.26,10.3
193,Portalegre,0,PT,1577756712,77,39.29,-7.43,278.58,1.62
194,Umm Kaddadah,0,SD,1577756712,21,13.6,26.69,287.94,5.48
195,Arraial do Cabo,0,BR,1577756713,83,-22.97,-42.02,298.15,4.6
196,Lakes Entrance,100,AU,1577756713,59,-37.88,147.99,292.59,0.45
197,Zimapan,26,MX,1577756713,83,20.75,-99.35,284.8,3.04
198,Nikolskoye,75,RU,1577756713,86,59.7,30.79,278.15,5.0
199,Taltal,26,CL,1577756713,93,-25.41,-70.49,287.26,0.15
200,Chunskiy,100,RU,1577756713,95,56.08,99.63,256.55,1.37
201,Oxford,1,US,1577756713,81,33.61,-85.83,282.59,2.1
202,Sokoni,100,CD,1577756714,98,-12.89,28.78,290.04,1.03
203,Ukiah,1,US,1577756714,87,39.15,-123.21,284.82,1.5
204,Petropavlovsk-Kamchatskiy,19,RU,1577756714,71,53.05,158.65,258.15,3.0
205,Presque Isle,75,US,1577756465,79,46.68,-68.02,269.15,4.1
206,Tomatlan,0,MX,1577756715,95,19.93,-105.25,291.51,0.21
207,Namatanai,89,PG,1577756715,74,-3.66,152.44,301.88,2.71
208,Karratha,0,AU,1577756715,82,-20.74,116.85,302.29,4.38
209,Kitimat,90,CA,1577756715,93,54.02,-128.69,275.37,1.5
210,Narsaq,0,GL,1577756715,51,60.91,-46.05,262.15,1.0
211,Salalah,20,OM,1577756715,94,17.01,54.1,297.15,1.5
212,Talnakh,75,RU,1577756716,91,69.49,88.39,257.15,13.0
213,Baiyin,53,CN,1577756716,71,36.55,104.13,269.82,2.0
214,Oussouye,54,SN,1577756716,82,12.49,-16.54,291.15,2.85
215,Storforshei,51,NO,1577756716,89,66.4,14.52,263.12,2.08
216,Borba,100,BR,1577756716,95,-4.39,-59.59,295.77,1.01
217,General Zuazua,5,MX,1577756716,41,25.9,-100.11,288.15,3.1
218,Salinopolis,100,BR,1577756717,82,-0.61,-47.36,300.35,7.4
219,Pontes e Lacerda,100,BR,1577756717,95,-15.23,-59.33,295.8,1.42
220,Alofi,75,NU,1577756717,83,-19.06,-169.92,302.15,6.2
221,Peniche,75,PT,1577756717,93,39.36,-9.38,283.71,1.5
222,Umm Lajj,0,SA,1577756718,54,25.02,37.27,286.18,2.48
223,Kolomak,100,UA,1577756718,69,49.84,35.31,272.88,8.62
224,Ahmadpur,44,IN,1577756719,85,18.7,76.94,292.3,6.79
225,Lompoc,1,US,1577756719,66,34.64,-120.46,288.15,2.1
226,Jalapa,75,GT,1577756719,82,14.63,-89.98,293.15,1.57
227,Kirovskiy,100,RU,1577756719,84,45.09,133.51,252.45,4.81
228,Puerto Madryn,11,AR,1577756719,95,-42.77,-65.04,289.82,2.59
229,Rameshki,89,RU,1577756719,92,57.35,36.05,275.6,4.1
230,Sibolga,65,ID,1577756719,59,1.74,98.78,302.88,0.97
231,Siyabuswa,100,ZA,1577756720,63,-25.11,29.06,296.1,3.42
232,Saint-Francois,90,FR,1577756720,88,46.42,3.91,273.15,2.1
233,Galle,0,GN,1577756720,34,10.08,-12.83,293.58,0.75
234,Buriti Alegre,83,BR,1577756720,92,-18.14,-49.04,293.25,0.55
235,Jamkhed,0,IN,1577756720,71,18.74,75.31,293.3,6.04
236,Esterhazy,16,CA,1577756720,96,50.65,-102.08,260.19,2.26
237,Avarua,100,CK,1577756720,74,-21.21,-159.78,299.15,2.6
238,Lulea,49,SE,1577756721,74,65.58,22.15,271.15,4.1
239,Rocha,100,UY,1577756721,98,-34.48,-54.34,293.17,4.17
240,Saint George,75,GR,1577756721,59,39.45,22.34,276.15,2.6
241,Joao Pessoa,20,BR,1577756721,74,-7.12,-34.86,300.15,2.6
242,Mananjary,100,MG,1577756721,94,-19.16,46.8,291.13,0.64
243,Lebu,9,ET,1577756721,84,8.96,38.73,282.48,1.05
244,Flin Flon,50,CA,1577756721,96,54.77,-101.88,260.64,1.69
245,Kamenicky Senov,0,CZ,1577756722,33,50.77,14.47,281.15,2.1
246,Divnogorsk,100,RU,1577756722,84,55.96,92.38,259.15,2.65
247,Pula,75,EC,1577756722,78,-1.95,-79.93,301.15,2.1
248,Dalby,40,AU,1577756722,39,-27.18,151.26,305.93,5.1
249,Kadnikov,100,RU,1577756722,97,59.5,40.34,274.38,4.03
250,Umuahia,0,NG,1577756722,89,5.53,7.5,295.5,0.5
251,Marsh Harbour,64,BS,1577756722,82,26.54,-77.06,297.33,5.45
252,Kruisfontein,0,ZA,1577756723,94,-34.0,24.73,285.31,1.49
253,San Quintin,0,PH,1577756723,59,17.54,120.52,302.95,1.85
254,Santa Maria,20,BR,1577756723,61,-16.02,-48.01,298.15,1.5
255,Port Hawkesbury,90,CA,1577756723,68,45.62,-61.36,272.59,3.6
256,Karak,0,JO,1577756723,93,31.18,35.7,276.15,1.22
257,Gamba,0,CN,1577756723,25,28.28,88.52,260.99,1.32
258,Barrow,100,AR,1577756724,93,-38.31,-60.23,293.79,5.13
259,Winfield,1,US,1577756724,64,37.24,-97.0,275.93,4.6
260,Joshimath,100,IN,1577756724,24,30.57,79.57,272.68,3.04
261,Mezhdurechensk,100,RU,1577756724,95,53.69,88.07,267.93,2.74
262,Leshukonskoye,100,RU,1577756724,95,64.9,45.76,269.65,4.0
263,Wagar,0,US,1577756724,80,31.44,-87.99,283.15,2.38
264,Magole,75,TZ,1577756725,94,-6.37,37.37,294.15,4.1
265,Berdigestyakh,100,RU,1577756725,96,62.1,126.7,245.78,2.09
266,Tanout,0,NE,1577756725,34,14.97,8.88,285.14,4.94
267,Srednekolymsk,0,RU,1577756725,100,67.46,153.71,237.47,0.76
268,Viesca,5,MX,1577756725,32,25.34,-102.81,292.15,2.1
269,Wainwright,100,CA,1577756721,86,52.84,-110.86,265.47,4.33
270,Mao,40,DO,1577756725,94,19.55,-71.08,297.04,1.5
271,Neuruppin,69,DE,1577756726,44,52.92,12.81,278.15,5.1
272,Nanning,75,CN,1577756726,68,22.83,108.3,291.15,3.0
273,Dankov,75,RU,1577756726,86,53.25,39.16,272.15,13.0
274,Ugoofaaru,100,MV,1577756726,78,5.67,73.0,300.33,7.35
275,Sitka,0,US,1577756726,76,37.17,-99.65,269.82,4.45
276,Salaga,0,GH,1577756726,16,8.55,-0.52,295.69,3.04
277,Maniitsoq,100,GL,1577756726,94,65.42,-52.9,266.43,4.5
278,Palmer,20,AU,1577756727,40,-34.85,139.16,297.04,8.7
279,Nyurba,0,RU,1577756727,95,63.29,118.35,237.58,2.66
280,Itarema,100,BR,1577756727,86,-2.92,-39.92,298.08,2.31
281,Sao Felix do Xingu,100,BR,1577756727,96,-6.64,-51.99,295.36,0.52
282,Upernavik,100,GL,1577756727,97,72.79,-56.15,253.85,9.71
283,Bhum,0,IN,1577756727,71,18.47,75.67,293.3,6.04
284,Baturaja,100,ID,1577756727,66,-4.12,104.17,302.05,2.88
285,Vardo,90,US,1577756728,87,39.62,-77.74,280.93,1.5
286,Emba,40,CY,1577756728,71,34.81,32.42,286.15,2.1
287,Yelizovo,19,RU,1577756728,71,53.19,158.38,258.15,3.0
288,Nara,75,JP,1577756728,66,34.68,135.8,287.15,9.8
289,Great Yarmouth,93,GB,1577756728,93,52.61,1.73,278.15,2.1
290,Samarai,82,PG,1577756728,65,-10.62,150.67,302.82,3.21
291,Morondava,37,MG,1577756729,85,-20.3,44.28,298.81,1.0
292,Khatanga,96,RU,1577756729,86,71.98,102.47,244.56,3.8
293,Zyrardow,0,PL,1577756729,41,52.05,20.45,279.15,4.6
294,Adrar,0,DZ,1577756729,49,27.87,-0.29,281.15,5.1
295,Iwanai,100,JP,1577756729,90,42.97,140.51,266.37,10.78
296,Yenagoa,0,NG,1577756729,84,4.92,6.26,297.44,0.68
297,George Town,20,MY,1577756729,65,5.42,100.33,301.15,3.1
298,Aripuana,100,BR,1577756730,99,-9.17,-60.63,294.7,1.36
299,Buin,0,CL,1577756730,19,-33.73,-70.74,300.15,4.6
300,Coihaique,21,CL,1577756474,62,-45.58,-72.07,286.15,1.5
301,Bandarbeyla,10,SO,1577756730,83,9.49,50.81,299.44,8.31
302,Tabou,0,CI,1577756730,94,4.42,-7.36,297.41,0.34
303,Mount Pleasant,1,US,1577756678,56,33.16,-94.97,280.15,2.8
304,Portland,90,US,1577756469,86,43.66,-70.25,273.71,6.2
305,Vanavara,99,RU,1577756730,97,60.35,102.28,250.28,2.8
306,Salina,1,US,1577756457,72,38.84,-97.61,274.26,4.6
307,Sinnar,0,IN,1577756731,69,19.85,74.0,290.56,0.63
308,Tommot,100,RU,1577756731,96,58.97,126.27,243.15,0.74
309,Mandiana,37,GN,1577756731,21,10.62,-8.7,291.11,2.56
310,Saint-Paul,0,FR,1577756731,90,45.22,1.9,277.04,2.1
311,Ilo,20,PE,1577756731,82,-17.65,-71.34,294.06,1.15
312,Dakar,100,SN,1577756223,69,14.69,-17.45,297.15,5.1
313,Pisco,65,PE,1577756732,88,-13.71,-76.2,294.26,8.2
314,Bowen,0,AU,1577756732,48,-20.01,148.25,305.37,3.6
315,Dalvik,10,SE,1577756732,86,57.79,14.13,278.71,7.2
316,Dubai,2,AE,1577756624,77,25.27,55.3,292.15,1.5
317,Dwarka,0,IN,1577756733,6,28.58,77.04,284.26,2.6
318,Paamiut,2,GL,1577756733,44,61.99,-49.67,266.81,3.45
319,Shache,100,CN,1577756733,52,38.42,77.24,269.36,1.55
320,Rosario do Sul,17,BR,1577756733,57,-30.26,-54.91,300.73,3.56
321,Namibe,100,AO,1577756733,86,-15.19,12.15,296.42,2.95
322,Takab,97,IR,1577756733,96,36.4,47.11,270.7,0.72
323,Komsomolskiy,100,RU,1577756734,93,67.55,63.78,262.41,7.71
324,Port Macquarie,0,AU,1577756734,18,-31.43,152.91,312.59,6.7
325,Baghdad,0,IQ,1577756682,76,33.3,44.38,282.15,1.5
326,Springbok,0,ZA,1577756734,80,-29.67,17.88,282.21,0.87
327,Nishihara,20,JP,1577756734,71,35.74,139.53,293.71,3.1
328,Metro,98,ID,1577756734,68,-5.11,105.31,302.92,4.98
329,Dawson Creek,1,CA,1577756734,64,55.76,-120.23,276.15,2.1
330,Fomboni,100,KM,1577756735,80,-12.28,43.74,301.19,11.91
331,Otjiwarongo,100,NA,1577756735,88,-20.46,16.65,294.15,0.5
332,Klaksvik,100,FO,1577756735,75,62.23,-6.59,279.15,6.2
333,Port Hardy,90,CA,1577756735,93,50.7,-127.42,280.15,8.7
334,Ahipara,0,NZ,1577756735,62,-35.17,173.16,302.59,0.45
335,Strezhevoy,26,RU,1577756735,77,60.73,77.6,255.15,2.0
336,Kirakira,7,SB,1577756736,72,-10.46,161.92,300.31,1.83
337,Garowe,28,SO,1577756736,78,8.41,48.48,295.76,3.18
338,Turukhansk,100,RU,1577756736,89,65.8,87.96,254.24,8.2
339,Netrakona,0,BD,1577756736,48,24.88,90.72,292.34,3.07
340,Mpika,100,ZM,1577756736,97,-11.84,31.4,290.68,4.6
341,Libres,52,MX,1577756737,88,18.25,-96.9,289.9,1.02
342,Dutse,46,NG,1577756737,29,11.76,9.34,286.91,3.63
343,Saint-Pierre,92,FR,1577756737,92,48.95,4.24,272.15,3.6
344,Yumen,0,CN,1577756737,55,40.29,97.04,263.11,7.18
345,Denpasar,20,ID,1577756737,79,-8.65,115.22,303.15,1.0
346,Phonhong,0,LA,1577756737,73,18.5,102.42,295.15,0.92
347,Saldanha,0,PT,1577756737,66,41.42,-6.55,277.34,0.65
348,Parian Dakula,22,PH,1577756738,74,5.56,120.77,301.05,1.73
349,Jumla,66,NP,1577756738,24,29.28,82.18,273.04,1.08
350,Ojinaga,1,US,1577756738,29,29.56,-104.41,284.15,2.1
351,Hounde,0,BF,1577756738,15,11.5,-3.52,291.48,2.79
352,Sobolevo,100,RU,1577756738,85,54.43,31.9,274.52,7.52
353,Taoudenni,0,ML,1577756738,26,22.68,-3.98,283.94,4.82
354,Cairns,40,AU,1577756739,55,-16.92,145.77,306.48,5.1
355,Sembakung,100,ID,1577756739,63,3.82,117.25,303.04,2.66
356,Palana,23,RU,1577756739,55,59.08,159.95,259.21,1.83
357,Muros,90,ES,1577756739,100,42.77,-9.06,285.93,2.1
358,Hirado,75,JP,1577756739,70,33.32,129.49,280.15,7.7
359,Lavrentiya,0,RU,1577756739,84,65.58,-170.99,243.16,4.16
360,Fairbanks,90,US,1577756623,83,64.84,-147.72,254.82,0.86
361,Warri,52,NG,1577756740,89,5.52,5.75,296.26,0.82
362,Donskoye,90,RU,1577756740,100,45.45,41.98,272.15,3.0
363,Edson,90,CA,1577756740,63,53.59,-116.44,272.15,2.6
364,Thinadhoo,1,MV,1577756740,69,0.53,72.93,301.12,4.05
365,Kingsville,75,US,1577756740,50,27.52,-97.86,288.71,1.5
366,Bogatyye Saby,100,RU,1577756740,94,56.01,50.45,268.37,8.48
367,Muzaffarpur,90,IN,1577756740,100,26.12,85.39,279.15,1.16
368,Hualmay,66,PE,1577756742,87,-11.1,-77.61,292.42,1.82
369,Moron,3,HT,1577756742,82,18.56,-74.26,298.19,2.11
370,Maneromango,34,TZ,1577756742,95,-7.2,38.78,296.69,2.72
371,Banda Aceh,66,ID,1577756742,76,5.56,95.32,300.13,2.66
372,Zanjan,0,IR,1577756742,92,36.67,48.48,271.55,2.3
373,Baherden,1,TM,1577756743,94,38.44,57.43,277.46,3.73
374,Sipoo,20,FI,1577756743,87,60.38,25.27,276.48,4.1
375,Tautira,75,PF,1577756743,74,-17.73,-149.15,302.15,6.2
376,Mambolo,3,SL,1577756743,94,8.92,-13.04,295.42,0.86
